ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oligochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Streblocerus,Amphipod,Ilyocryptus,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
SFTSAC_2/25/2019_10:10,0.965949719,4.829748595,0,62.78673174,0,0,1.931899438,0,15.4551955,0,3.863798876,0,3.863798876,3.863798876,7.727597752,0,11.59139663,0.965949719,0.965949719,0,0,0,0,0.965949719,0,0,0,21.25089382,0,0,15.4551955,4.829748595,0,0,0.965949719,0,0,0,0,0,0,0,0,0,0,0,0,8.693547471,0,0,0,NA,NA,SFTSAC,10:10:00,9.116,144.2,206.6,134,0.1,91.5,10.52,7.44,30.68,2.09,0.78,18030,18575,1,NA,1.035250573
TPSAC_4/30/2019_11:45,0,11.22478885,123.4726773,931.6574744,0,0,0,0,33.67436654,0,0,0,291.84451,0,1290.850717,0,291.84451,0,22.44957769,0,0,0,56.12394423,0,0,0,0,258.1701435,0,0,0,0,0,0,0,0,0,0,0,0,0,11.22478885,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,11:45:00,18.973,149.9,169.3,110,0.08,91.6,8.5,7.57,24.97,3.77,0.13,18179,18849,NA,NA,1.272693365
KLOG_11/26/2018_13:15,0,0,26.53440508,764.1908664,0,5.306881017,153.8995495,0,132.6720254,0,0,0,122.0582634,5.306881017,47.76192915,0,79.60321525,0,26.53440508,0,0,0,0,0,0,0,0,976.4661071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLOG,13:15:00,12.538,536.7,703.6,457,0.35,82.2,8.74,7.4,18.77,5.95,0.73,18458,18954,6,NA,0.942172998
RGSAC_2/25/2019_11:30,0,0,18.77470032,178.359653,0,0,3.754940063,3.754940063,58.20157098,0,15.01976025,0,69.46639117,0,50.69169085,0,99.50591168,0,5.632410095,0,0,0,9.387350158,0,0,0,0,45.05928076,0,0,0,0,0,0,3.754940063,0,0,0,0,1.877470032,3.754940063,0,0,0,0,0,1.877470032,0,0,0,0,NA,NA,RGSAC,11:30:00,9.118,152.5,218.3,142,0.1,91.1,10.47,7.5,36.3,1.91,0.69,18584,19285,2,NA,1.331579177
KLSAC_4/30/2019_12:10,0,4.79455917,0,460.2776803,0,0,9.58911834,0,4.79455917,0,0,0,71.91838755,119.8639792,417.1266478,0,67.12382838,0,4.79455917,0,0,0,0,0,9.58911834,0,0,33.56191419,0,0,0,4.79455917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLSAC,12:10:00,18.97,150.1,169.5,110,0.08,91.1,8.45,7.6,17.04,3.74,0.08,18847,19396,NA,NA,1.042848742
TPSAC_11/26/2018_13:30,0,0,1210.212867,6114.759746,0,573.2587262,764.3449682,0,573.2587262,0,0,0,955.4312103,0,382.1724841,0,1464.994522,0,127.390828,0,0,0,127.390828,0,0,0,0,6496.93223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,13:30:00,12.547,427.5,563.1,367,0.28,85.2,9.04,7.45,24.28,6.29,0.77,18953,19504,4,NA,1.046647827
KLOG_2/25/2019_11:50,0,16.05987178,256.9579484,1445.38846,0,0,80.29935889,0,851.1732042,0,224.8382048,0,546.0356404,0,353.3171791,0,1525.687819,0,176.6585896,0,0,16.05987178,224.8382048,160.5987178,0,0,0,1429.328588,0,0,0,0,0,0,16.05987178,0,16.05987178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLOG,11:50:00,8.952,228.6,329.3,214,0.16,72.1,8.34,7.29,113.24,5.29,1.1,19285,19881,4,NA,1.132127232
SMSSL_4/30/2019_12:30,0,0,51.51101731,849.9317855,0,0,0,0,0,0,0,0,154.5330519,0,515.1101731,0,798.4207682,0,51.51101731,0,0,0,2961.883495,103.0220346,0,25.75550865,0,849.9317855,0,0,0,0,0,0,0,0,25.75550865,25.75550865,0,0,51.51101731,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSSL,12:30:00,23.185,263.3,272.7,177,0.13,86,7.3,7.5,14.86,11.81,0.43,19397,19908,NA,NA,0.970666133
KLSAC_11/26/2018_13:45,0,0,197.9107507,1498.467112,0,56.54592877,169.6377863,0,183.7742685,0,0,0,706.8241097,0,311.0026083,0,268.5931616,0,14.1364822,0,0,0,14.1364822,0,0,0,0,1145.055057,0,0,42.40944658,0,0,0,0,0,0,14.1364822,0,14.1364822,0,0,0,0,0,0,0,0,0,0,0,NA,NA,KLSAC,13:45:00,12.573,187.5,245.6,160,0.12,91.2,9.7,7.53,6.18,3.32,0.54,19524,20056,2,NA,1.010556523
TPSAC_2/25/2019_12:10,0,32.3964675,97.1894025,1457.841037,0,64.792935,80.99116875,0,502.1452462,0,64.792935,0,599.3346487,0,291.5682075,0,907.10109,0,48.59470125,0,0,0,16.19823375,64.792935,0,0,0,728.9205187,0,0,0,16.19823375,0,0,0,0,16.19823375,0,0,48.59470125,32.3964675,0,0,0,0,0,0,0,0,0,0,NA,NA,TPSAC,12:10:00,8.958,228.8,329.4,214,0.16,74.6,8.59,7.21,90.94,5.23,1.21,19881,20531,3,NA,1.234702518
SMSUT_4/30/2019_12:50,0,80.12824914,0,3084.937592,0,0,120.1923737,0,40.06412457,0,0,0,80.12824914,0,1201.923737,0,2524.039848,0,80.12824914,0,0,0,5048.079696,0,0,0,0,1522.436734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSUT,12:50:00,21.244,233.4,251.4,163,0.12,76.8,6.81,7.53,22.34,14.92,0.48,19905,20562,NA,NA,1.247999314
SMSSL_11/26/2018_14:10,0,0,29.95405957,539.1730722,0,0,74.88514891,44.93108935,0,0,0,0,14.97702978,0,14.97702978,0,134.793268,0,89.8621787,0,0,0,59.90811913,194.7013872,0,0,0,1767.289514,0,0,29.95405957,14.97702978,0,44.93108935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSSL,14:10:00,13.953,414.9,525.4,342,0.26,63.8,6.57,7.21,80.08,7.16,0.96,20055,20758,1,NA,1.335378262
KLSAC_2/25/2019_12:20,0,5.13302064,20.53208256,461.9718576,0,10.26604128,20.53208256,10.26604128,195.0547843,0,20.53208256,0,0,251.5180114,159.1236398,0,400.3756099,0,51.3302064,0,0,0,15.39906192,15.39906192,0,0,0,174.5227018,5.13302064,5.13302064,0,0,0,0,10.26604128,0,5.13302064,0,0,0,10.26604128,0,0,0,0,0,0,0,0,0,0,NA,NA,KLSAC,12:20:00,9.003,184.2,265,172,0.13,84,9.7,7.28,63.29,3.43,0.97,20543,21184,2,NA,1.217606637
SMSAC_4/30/2019_13:15,0,64.94480593,0,805.3155935,0,0,12.98896119,0,0,0,0,0,506.5694862,90.9227283,1584.653265,0,103.9116895,0,0,0,0,0,0,0,0,0,0,116.9006507,0,0,38.96688356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98896119,0,NA,NA,SMSAC,13:15:00,19.159,150.5,169.3,110,0.08,93.7,8.65,7.75,15.45,4.22,0.14,20564,21143,NA,NA,1.099835012
SMSAC_11/26/2018_14:30,0,37.55833034,62.59721723,1352.099892,0,0,312.9860861,0,62.59721723,0,0,0,600.9332854,62.59721723,262.9083123,0,75.11666067,0,25.03888689,0,0,0,0,0,0,0,0,575.8943985,0,0,12.51944345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSAC,14:30:00,12.605,165.1,216,140,0.1,92.1,9.78,7.65,6.19,3.48,0.55,20757,21598,NA,NA,1.597515104
ACCSAC4_5/7/2019_6:45,0,0,8.463707345,914.0803933,0,0,33.85482938,0,0,0,8.463707345,0,457.0401966,59.24595142,143.8830249,0,143.8830249,0,0,0,0,0,0,0,0,0,0,118.4919028,0,0,8.463707345,8.463707345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,ACCSAC4,06:45:00,15.416,105.8,129.4,84,0.06,93.9,9.4,7.61,11.82,2.85,0.33,21171,21793,1,NA,1.181515333
SMSSL_2/26/2019_7:30,0,12.41609898,49.66439593,360.0668705,0,0,0,173.8253858,1340.93869,0,24.83219797,0,335.2346725,0,12.41609898,0,235.9058807,0,37.24829695,0,0,0,86.91269288,0,0,0,0,186.2414847,0,0,0,0,0,12.41609898,0,0,86.91269288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSSL,07:30:00,11.174,622.2,844.5,549,0.42,90.4,9.9,7.79,51.94,3.41,0.72,21186,21610,3,NA,0.80540595
SMSUT_2/26/2019_7:40,0,12.46312966,31.15782415,548.3777051,0,0,31.15782415,0,6.23156483,0,0,0,560.8408347,0,24.92625932,0,174.4838152,0,6.23156483,0,0,0,56.08408347,0,0,0,0,68.54721313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSUT,07:40:00,9.654,128.8,182,118,0.09,82.6,9.38,7.26,51.38,4.19,0.82,21609,22377,2,NA,1.458848514
ACCSAC4_12/3/2018_6:50,0,14.62340547,95.05213554,782.3521926,0,0,14.62340547,0,182.7925684,0,0,0,204.7276766,0,116.9872437,0,87.74043281,0,7.311702734,0,0,0,65.80532461,21.9351082,7.311702734,0,0,628.8064351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,ACCSAC4,06:50:00,10.586,127.6,175.9,114,0.08,83.2,9.27,7.36,5.18,4.37,0.73,21639,22359,2,NA,1.367670482
ACCSAC3_5/7/2019_6:55,0,33.47806657,133.9122663,3548.675057,0,66.95613315,133.9122663,0,0,0,0,0,3280.850524,0,3615.63119,0,368.2587323,0,0,0,0,0,1305.644596,0,0,0,0,736.5174646,0,0,0,0,0,0,0,0,0,0,0,0,66.95613315,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,ACCSAC3,06:55:00,15.425,109.8,134.3,87,0.06,95.2,9.51,7.33,9.72,2.92,0.35,21799,22428,1,NA,1.194812129
SMSAC_2/26/2019_8:00,0,11.32743619,0,274.6903276,0,2.831859047,5.663718094,5.663718094,87.78763046,0,22.65487238,0,127.4336572,48.1416038,155.7522476,0,252.0354552,0,19.82301333,0,0,0,2.831859047,5.663718094,0,0,0,90.61948951,0,0,5.663718094,2.831859047,0,0,2.831859047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,SMSAC,08:00:00,9.3,168,240.1,156,0.11,91.3,10.48,7.44,41.32,2.28,0.75,22381,22953,2,NA,1.086538216
ACCSAC3_12/3/2018_7:00,0,13.72731674,13.72731674,1180.549239,0,0,68.63658368,0,123.5458506,0,0,0,192.1824343,54.90926695,178.4551176,0,164.7278008,0,27.45463347,0,0,0,27.45463347,0,13.72731674,0,0,1825.733126,0,0,0,13.72731674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,ACCSAC3,07:00:00,10.326,128.2,177.8,116,0.08,83.8,9.37,7.3,9.93,3.64,0.86,22381,23148,2,NA,1.456948971
ACCSAC2_5/7/2019_7:05,0,58.149035,38.76602333,2093.36526,0,0,135.6810817,0,0,0,0,0,1996.450202,174.447105,1977.06719,0,271.3621633,0,19.38301167,0,0,0,0,0,0,0,0,503.9583033,0,0,38.76602333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,ACCSAC2,07:05:00,15.596,119.4,145.3,94,0.07,95,9.46,7.21,10.96,3.47,0.43,22436,23115,1,NA,1.289789246
ELDSAC_2/26/2019_9:40,0,4.357968517,78.44343331,470.6605998,0,0,0,0,69.72749627,0,13.07390555,0,91.51733886,4.357968517,183.0346777,8.715937034,409.6490406,0,17.43187407,0,0,0,17.43187407,0,0,0,0,113.3071814,0,0,0,0,0,0,0,0,0,0,0,8.715937034,0,0,0,0,0,0,0,0,0,0,0,NA,NA,ELDSAC,09:40:00,9.364,152.9,217.7,141,0.1,92.2,10.56,7.49,24.35,2.24,0.69,22962,23566,2,NA,1.147323571
ACCSAC1_5/7/2019_7:20,0,12.05225726,24.10451451,867.7625227,0,0,36.15677176,0,0,0,0,0,72.31354352,24.10451451,1422.166356,0,48.20902901,12.05225726,12.05225726,0,0,0,0,0,0,0,0,144.627087,0,0,24.10451451,0,0,24.10451451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,ACCSAC1,07:20:00,14.996,90.1,111.2,72,0.05,97.4,9.82,7.24,10.21,2.47,0.42,23089,23713,1,NA,1.185314417
ACCSAC2_12/3/2018_7:15,0,35.02612088,315.2350879,1628.714621,0,0,35.02612088,0,157.617544,0,0,0,385.2873297,0,105.0783626,0,87.5653022,0,0,0,0,0,105.0783626,52.53918132,0,0,0,1330.992594,0,0,0,0,0,0,0,0,0,0,0,0,17.51306044,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,ACCSAC2,07:15:00,10.293,139.4,193.6,126,0.09,82.3,9.2,7.1,11.31,4.21,0.92,23150,23651,2,NA,0.95167071
RRSAC4_2/26/2019_9:50,0,2.623468091,27.10917027,60.33976609,0,0,0.874489364,1.748978727,36.72855327,0,5.246936181,0,61.21425545,9.619382999,14.86631918,0,4.372446818,0,0,0,0,0,6.995914908,0.874489364,0,0,0,12.24285109,2.623468091,0,6.121425545,0,0,0,0,0,0,0,0,2.623468091,6.995914908,0,0,0,0.874489364,0,0.874489364,0,0,0,0,NA,NA,RRSAC4,09:50:00,9.315,155.3,221.4,144,0.11,92.3,10.57,7.52,27.05,2.09,0.72,23569,24171,2,NA,1.143524486
ACCSAC1_12/3/2018_7:30,0,30.16863019,30.16863019,1327.419728,0,0,150.843151,0,211.1804113,0,0,0,120.6745208,15.0843151,120.6745208,0,15.0843151,0,0,0,0,0,15.0843151,0,0,0,0,3167.70617,0,0,0,0,0,15.0843151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,ACCSAC1,07:30:00,10.182,95.9,133.4,87,0.06,89.2,10.01,7.12,10.24,3.68,0.99,23644,24342,2,NA,1.32588055
ACC_5/7/2019_7:35,0,86.44377617,172.8875523,9249.48405,0,0,518.662657,0,0,0,0,0,1123.76909,345.7751047,1815.3193,0,5964.620556,0,0,0,0,0,0,86.44377617,172.8875523,0,0,6051.064332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,ACC,07:35:00,19.432,451.6,507.4,330,0.25,83,7.64,7.1,12.66,15.35,1.3,23715,24324,2,NA,1.156821282
RRSAC3_2/26/2019_10:00,0,9.576036321,23.94009081,126.8824813,0,0,7.182027242,7.182027242,67.03225426,0,0,0,220.2488355,21.54608173,90.97234509,0,28.72810897,0,0,0,0,0,28.72810897,0,0,0,2.394009081,16.75806356,0,2.394009081,0,0,0,0,0,0,0,0,0,2.394009081,2.394009081,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC3,10:00:00,9.322,156.4,222.9,145,0.11,92.7,10.61,7.48,28.8,2.04,0.69,24179,24912,2,NA,1.392364532
ACC_12/3/2018_7:40,0,47.34196015,9.46839203,407.1408573,0,28.40517609,47.34196015,0,160.9626645,0,0,0,388.2040732,0,473.4196015,0,113.6207044,0,18.93678406,0,0,0,0,9.46839203,18.93678406,0,0,871.0920668,0,0,0,0,0,0,0,0,0,0,0,9.46839203,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,ACC,07:40:00,10.061,205.3,287,187,0.14,73,8.13,7.08,13.39,5.41,1.02,24335,24891,2,NA,1.056145539
MNTFEA_5/7/2019_8:20,0,3.781915208,3.781915208,306.3351318,0,7.563830414,15.12766083,0,0,0,0,11.34574562,18.90957603,0,90.76596498,0,56.72872811,0,0,0,0,0,351.7181143,0,0,3.781915208,0,60.51064332,0,0,0,0,0,3.781915208,0,0,3.781915208,3.781915208,0,0,3.781915208,0,0,0,0,0,0,0,3.781915208,0,0,NA,2019-07-05,MNTFEA,08:20:00,12.223,61.7,79.5,52,0.04,98.9,10.38,8.1,4.73,1.35,0.37,24355,24935,1,NA,1.101734555
MNTFEA_12/3/2018_8:15,0,5.701132737,39.90792915,1015.941854,0,22.80453094,28.50566368,0,62.7124601,0,0,0,39.90792915,5.701132737,45.60906189,0,45.60906189,0,5.701132737,0,0,0,51.31019463,0,0,0,85.51699104,159.6317167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,MNTFEA,08:15:00,10.297,78.7,109.3,71,0.05,93.2,10.42,7.43,3.58,16.13,1.59,24905,25418,2,NA,0.974465218
RRSAC2A_2/26/2019_10:10,0,0,141.7072939,566.8291756,0,0,35.42682348,0,283.4145878,0,0,0,1859.908233,88.56705869,743.963293,0,407.40847,0,35.42682348,0,0,0,70.85364695,0,0,0,0,88.56705869,0,0,0,0,0,0,0,0,17.71341174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2A,10:10:00,9.488,209.6,298.3,194,0.14,91.6,10.46,7.49,39.74,2.65,0.78,24915,25658,3,NA,1.411359955
MNTEB1_5/7/2019_8:50,0,0,9641.246197,0,0,0,0,0,0,0,0,0,5279.73006,0,57617.9237,0,459.1069618,0,0,0,0,0,8034.371831,0,0,0,0,1147.767404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,MNTEB1,08:50:00,20.369,226.5,248.5,162,0.12,67.4,6.07,7.34,19.69,8.94,0.46,24967,25655,3,NA,1.306885127
MNTEB1_12/3/2018_9:45,0,141.8982741,141.8982741,2696.067208,0,141.8982741,331.0959729,0,331.0959729,0,0,0,2317.67181,189.1976988,945.9884937,94.59884937,1040.587344,94.59884937,94.59884937,0,0,47.2994247,0,47.2994247,0,0,0,6196.224635,0,0,0,756.7907954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,MNTEB1,09:45:00,11.008,188.7,257.2,167,0.12,61.7,6.79,7.02,16.99,3.06,0.85,25429,26171,2,NA,1.409460413
RRSAC2B_2/26/2019_10:30,0,0,40.50597052,526.5776167,0,13.50199018,27.00398035,13.50199018,567.0835873,0,0,0,1458.214939,54.00796069,1228.681106,0,418.5616954,0,54.00796069,0,0,0,94.51393121,0,0,0,0,108.0159214,40.50597052,0,40.50597052,0,0,0,0,0,13.50199018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,RRSAC2B,10:30:00,9.56,223.9,318.8,208,0.15,92,10.48,7.54,51.53,2.8,0.82,25650,26207,4,NA,1.058045081
SFTSAC_5/7/2019_9:35,0,13.8994745,0,347.4868626,0,0,20.84921176,0,6.949737252,0,0,0,243.2408038,13.8994745,3249.002165,0,55.59789802,6.949737252,0,0,0,0,0,0,0,0,0,13.8994745,0,0,0,6.949737252,0,0,6.949737252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.949737252,0,NA,2019-07-05,SFTSAC,09:35:00,17.743,137.6,159.6,104,0.08,96.4,9.17,7.69,8.86,2.09,0.21,25673,26279,1,NA,1.151122655
SFTSAC_12/3/2018_10:45,15.88062132,0,651.1054743,1175.165978,0,0,31.76124265,0,95.28372794,0,0,0,1556.30089,63.52248529,333.4930478,0,301.7318051,0,15.88062132,0,0,0,0,0,0,0,0,428.7767757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,SFTSAC,10:45:00,10.496,133.6,184.6,120,0.09,81.9,9.09,7.38,16.51,3.21,0.79,26182,26845,2,NA,1.259396568
RRSAC1_2/26/2019_10:40,0,1.775523092,4.438807731,39.06150803,0,0,2.663284638,1.775523092,5.326569277,0,0,0,24.85732329,0,7.102092369,0,5.326569277,0,0,0,0,0,0.887761546,0,0,0,0,7.102092369,0,0,1.775523092,0,0,0,0,0,0,0,0,0,0,0.887761546,0,0,5.326569277,0,0,0,0,0,0,NA,NA,RRSAC1,10:40:00,9.308,144.9,206,134,0.1,92,10.55,7.34,29.32,1.79,0.7,26207,26800,1,NA,1.126428605
RRSAC1_12/3/2018_11:50,0,14.77111664,94.53514649,292.4681094,0,0,5.908446654,2.954223327,29.54223327,0,0,0,292.4681094,0,38.40490325,0,41.35912658,0,5.908446654,0,0,0,23.63378662,0,0,0,0,73.85558317,0,0,0,0,0,0,0,0,2.954223327,0,0,0,2.954223327,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,RRSAC1,11:50:00,10.864,127.7,174.7,114,0.08,84.6,9.27,7.65,21.23,3.64,0.83,26847,27441,1,NA,1.128328147
RGSAC_5/7/2019_10:40,0,53.66387328,13.41596832,778.1261626,0,0,40.24790496,0,13.41596832,0,0,0,160.9916198,26.83193664,2938.097062,0,80.49580992,53.66387328,0,0,0,0,0,0,0,0,0,40.24790496,0,0,13.41596832,40.24790496,0,0,13.41596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,RGSAC,10:40:00,18.541,150.2,171.3,111,0.08,94.5,8.85,7.5,10.15,2.74,0.24,27379,28033,1,NA,1.242300687
RGSAC_12/3/2018_12:30,0,11.85681524,106.7113372,569.1271317,0,0,11.85681524,0,35.57044573,0,0,0,557.2703165,0,130.4249677,0,94.85452199,0,5.928407623,0,0,0,71.14089147,0,0,0,0,432.7737565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,RGSAC,12:30:00,11.161,128.8,174.9,114,0.08,80.8,8.93,7.26,16.6,3.2,0.78,27444,28036,1,NA,1.124529063
KLOG_5/7/2019_10:50,0,385.2019001,42.80021113,5392.826602,0,0,128.4006334,0,299.6014779,0,0,0,128.4006334,1326.806545,19088.89416,0,470.8023224,85.60042225,42.80021113,0,0,0,0,0,0,0,0,6206.030613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,KLOG,10:50:00,20.378,505.1,553.7,366,0.27,59.6,5.34,7.44,32.96,11.38,0.85,28029,28644,4,NA,1.168218536
KLOG_12/3/2018_12:50,0,0,226.2647264,4148.186652,0,0,150.843151,0,2639.755142,0,0,0,4449.872953,0,301.6863019,0,10181.91269,0,678.7941793,0,0,0,2187.225689,0,0,0,0,3771.078774,0,0,0,0,0,0,0,0,0,75.42157548,0,75.42157548,0,0,0,0,0,0,0,0,0,0,0,NA,2018-03-12,KLOG,12:50:00,10.667,381.1,524.1,341,0.26,77.4,8.57,7.32,66.02,8.1,1.18,28039,28737,2,NA,1.32588055
ACCSAC4_3/4/2019_7:00,0,25.88213357,14.78979061,340.1651841,0,3.697447653,36.97447653,0,62.8566101,0,0,0,129.4106679,0,210.7545162,0,158.9902491,0,14.78979061,0,0,0,96.13363898,3.697447653,0,0,0,133.1081155,3.697447653,0,0,0,0,3.697447653,3.697447653,0,0,7.394895307,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-04-03,ACCSAC4,07:00:00,11.047,77.5,105.3,68,0.05,90.6,9.96,7.87,33.45,3.21,0.49,28181,28859,1,NA,1.287889704
KLOGB_5/7/2019_11:15,471.4410372,0,471.4410372,18386.20045,0,942.8820745,471.4410372,0,3300.087261,0,0,0,20743.40564,942.8820745,160289.9527,0,3771.528298,0,942.8820745,0,0,0,9900.261782,3771.528298,0,942.8820745,0,68358.9504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,KLOGB,11:15:00,20.754,580.9,632,411,0.31,56.2,5.02,7.43,40.69,24.64,2.09,28638,29308,5,NA,1.272693365
TPSAC_12/3/2018_13:10,0,103.3591486,34.45304953,3927.647647,0,34.45304953,68.90609907,68.90609907,1722.652477,0,68.90609907,0,585.7018421,275.6243963,620.1548916,0,1240.309783,310.0774458,516.795743,0,0,0,103.3591486,0,585.7018421,137.8121981,0,2825.150062,0,0,0,34.45304953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.8121981,0,NA,2018-03-12,TPSAC,13:10:00,10.66,381,524,341,0.26,77.2,8.56,7.33,73.47,8.7,2.14,28740,29504,2,NA,1.451250344
ACCSAC3_3/4/2019_7:10,0,16.5771398,0,232.0799573,0,0,23.68162829,0,37.89060526,0,2.368162829,0,28.41795395,30.78611677,139.7216069,0,61.57223355,7.104488487,18.94530263,0,0,0,4.736325658,0,2.368162829,0,0,97.09467601,0,0,0,2.368162829,0,0,2.368162829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-04-03,ACCSAC3,07:10:00,10.926,77.1,105.7,69,0.05,89.5,9.89,7.34,31.75,6.02,0.77,28870,29611,1,NA,1.407560871
TPSAC_5/7/2019_11:25,0,0,60.94849168,2300.805561,0,45.71136876,91.42273752,0,91.42273752,0,0,0,1066.598604,0,4190.208803,0,121.8969834,0,30.47424584,0,0,0,15.23712292,0,0,0,0,1173.258465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-07-05,TPSAC,11:25:00,18.766,186.3,211.2,137,0.1,92.4,8.6,7.79,11.45,6.1,0.25,29309,30000,2,NA,1.312583754
KLSAC_12/3/2018_13:18,0,26.66882456,240.0194211,2506.869509,0,53.33764913,26.66882456,0,560.0453158,0,0,0,960.0776842,80.006473690000007,266.6882456,0,373.3635439,0,160.0129474,0,0,0,320.0258947,26.66882456,0,0,0,1306.772403,0,106.6752982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66882456,0,0,0,0,NA,2018-03-12,KLSAC,13:18:00,10.968,192.8,263.1,171,0.13,81.6,8.99,7.41,27.18,4.83,0.89,29521,30179,1,NA,1.249898857
ACCSAC2_3/4/2019_7:15,24.23768862,13.46538257,26.93076514,290.8522635,2.693076514,0,32.31691816,2.693076514,99.64383097,0,8.07922954,0,8.07922954,45.78230073,134.6538257,0,118.4953666,0,24.23768862,0,0,0,5.386153027,0,0,5.386153027,0,129.2676727,0,0,0,8.07922954,0,2.693076514,13.46538257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2019-04-03,ACCSAC2,07:15:00,11.055,80.9,110.1,72,0.05,88.4,9.71,7.12,31.29,3.86,0.66,29609,30333,1,NA,1.375268651
